,roll_yield,near_by,deferred
2015-04-28,-0.02760187336748709,AG1506,AG1512
2015-04-29,-0.024851900601636515,AG1506,AG1512
2015-04-30,-0.026497765459299116,AG1506,AG1512
2015-05-04,-0.026756251892352104,AG1506,AG1512
2015-05-05,-0.023879223000662433,AG1506,AG1512
2015-05-06,-0.02980187592002586,AG1506,AG1512
2015-05-07,-0.02449237399683315,AG1506,AG1512
2015-05-08,-0.029440887127058085,AG1506,AG1512
2015-05-11,-0.02941637599975746,AG1506,AG1512
2015-05-12,-0.029630171570281173,AG1506,AG1512
2015-05-13,-0.04173682486949626,AG1506,AG1512
2015-05-14,-0.04726320906655412,AG1506,AG1512
2015-05-15,-0.04273666881139782,AG1506,AG1512
2015-05-18,-0.04781522889535968,AG1506,AG1512
2015-05-19,-0.04845172397555387,AG1506,AG1512
2015-05-20,-0.034469462142549215,AG1506,AG1512
2015-05-21,-0.03803428939024157,AG1506,AG1512
2015-05-22,-0.039078583820349705,AG1506,AG1512
2015-05-25,-0.04311805695458959,AG1506,AG1512
2015-05-26,-0.039769330231321016,AG1506,AG1512
2015-05-27,-0.0419094463462893,AG1506,AG1512
2015-05-28,-0.04144367105744837,AG1506,AG1512
2015-05-29,-0.04762129738743712,AG1506,AG1512
2015-06-01,-0.046604050405688296,AG1506,AG1512
2015-06-02,-0.04862117900123225,AG1506,AG1512
2015-06-03,-0.04521835842255465,AG1506,AG1512
2015-06-04,-0.04414203487184459,AG1506,AG1512
2015-06-05,-0.045404901236613046,AG1506,AG1512
2015-06-08,-0.047594313935038865,AG1506,AG1512
2015-06-09,-0.04365871447262317,AG1506,AG1512
2015-06-10,-0.05330624590170677,AG1506,AG1512
2015-06-11,-0.044332590914520756,AG1506,AG1512
2015-06-12,-0.048879954928648564,AG1506,AG1512
2015-06-15,-0.04841472348969396,AG1506,AG1512
2015-06-16,-0.062386398787185375,AG1510,AG1512
2015-06-17,-0.03737271426251715,AG1510,AG1512
2015-06-18,-0.05209387156642131,AG1510,AG1512
2015-06-19,-0.053978435469036426,AG1510,AG1512
2015-06-23,-0.023658647291697726,AG1512,AG1601
2015-06-24,-0.02052452039690228,AG1512,AG1601
2015-06-25,-0.04114289744613481,AG1512,AG1601
2015-06-26,-0.03467208421926277,AG1512,AG1601
2015-06-29,-0.044744064459744694,AG1512,AG1601
2015-06-30,-0.0069625763485050346,AG1512,AG1601
2015-07-01,-0.03834425920499726,AG1512,AG1601
2015-07-02,-0.03583910928423129,AG1512,AG1606
2015-07-03,-0.03321003874765149,AG1512,AG1606
2015-07-06,-0.035735821044799033,AG1512,AG1606
2015-07-07,-0.04087061205529051,AG1512,AG1606
2015-07-08,-0.03431456723715626,AG1512,AG1606
2015-07-09,-0.036924125679470704,AG1512,AG1606
2015-07-10,-0.03455936040249214,AG1512,AG1606
2015-07-13,-0.03456948522481953,AG1512,AG1606
2015-07-14,-0.036111681057074234,AG1512,AG1606
2015-07-15,-0.034917294637582114,AG1512,AG1606
2015-07-16,-0.036643163457336834,AG1512,AG1606
2015-07-17,-0.03683122954012466,AG1512,AG1606
2015-07-20,-0.03829322267135732,AG1512,AG1606
2015-07-21,-0.038339832215440246,AG1512,AG1606
2015-07-22,-0.036081088626048564,AG1512,AG1606
2015-07-23,-0.037122623649243215,AG1512,AG1606
2015-07-24,-0.03571523480001294,AG1512,AG1606
2015-07-27,-0.033675983132512674,AG1512,AG1606
2015-07-28,-0.03203025033996349,AG1512,AG1606
2015-07-29,-0.033109278508112155,AG1512,AG1606
2015-07-30,-0.03139975223128455,AG1512,AG1606
2015-07-31,-0.033883453264544255,AG1512,AG1606
2015-08-03,-0.03239184630808985,AG1512,AG1606
2015-08-04,-0.034611494195184854,AG1512,AG1606
2015-08-05,-0.03593653065343106,AG1512,AG1606
2015-08-06,-0.03828458980978812,AG1512,AG1606
2015-08-07,-0.03546409031790048,AG1512,AG1606
2015-08-10,-0.03162121205328449,AG1512,AG1606
2015-08-11,-0.029533909387080226,AG1512,AG1606
2015-08-12,-0.025363169273265818,AG1512,AG1606
2015-08-13,-0.023769379943028232,AG1512,AG1606
2015-08-14,-0.027234463383661707,AG1512,AG1606
2015-08-17,-0.03097280139054527,AG1512,AG1606
2015-08-18,-0.02879404758992714,AG1512,AG1606
2015-08-19,-0.030765372281878943,AG1512,AG1606
2015-08-20,-0.03188225783455903,AG1512,AG1606
2015-08-21,-0.030630207306678287,AG1512,AG1606
2015-08-24,-0.03356560264003096,AG1512,AG1606
2015-08-25,-0.03474251944598129,AG1512,AG1606
2015-08-26,-0.038210117416271464,AG1512,AG1606
2015-08-27,-0.038648545652805684,AG1512,AG1606
2015-08-28,-0.03561981950492315,AG1512,AG1606
2015-08-31,-0.03510427767781042,AG1512,AG1606
2015-09-01,-0.03568337295298083,AG1512,AG1606
2015-09-02,-0.039322088798314385,AG1512,AG1606
2015-09-07,-0.035240571295541444,AG1512,AG1606
2015-09-08,-0.03756258867697255,AG1512,AG1606
2015-09-09,-0.03628352299499373,AG1512,AG1606
2015-09-10,-0.03686192337011344,AG1512,AG1606
2015-09-11,-0.03809638994138882,AG1512,AG1606
2015-09-14,-0.038393500541356027,AG1512,AG1606
2015-09-15,-0.03677571589029303,AG1512,AG1606
2015-09-16,-0.03714906084952022,AG1512,AG1606
2015-09-17,-0.034752751891148494,AG1512,AG1606
2015-09-18,-0.03446850319164126,AG1512,AG1606
2015-09-21,-0.0359429963442754,AG1512,AG1606
2015-09-22,-0.03433810522916949,AG1512,AG1606
2015-09-23,-0.035430510270513985,AG1512,AG1606
2015-09-24,-0.035315808710906026,AG1512,AG1606
2015-09-25,-0.03739518815226339,AG1512,AG1606
2015-09-28,-0.03780384258476418,AG1512,AG1606
2015-09-29,-0.039772326009520687,AG1512,AG1606
2015-09-30,-0.03910487036614913,AG1512,AG1606
2015-10-08,-0.03488294288331698,AG1512,AG1606
2015-10-09,-0.03656200077879087,AG1512,AG1606
2015-10-12,-0.034664882565374644,AG1512,AG1606
2015-10-13,-0.03507348759926277,AG1512,AG1606
2015-10-14,-0.03703281990248726,AG1512,AG1606
2015-10-15,-0.03817235943422033,AG1512,AG1606
2015-10-16,-0.04302474823845823,AG1512,AG1606
2015-10-19,-0.04148809096745696,AG1512,AG1606
2015-10-20,-0.03971925043154227,AG1512,AG1606
2015-10-21,-0.04111915502247584,AG1512,AG1606
2015-10-22,-0.040370459479589386,AG1512,AG1606
2015-10-23,-0.04279153393007916,AG1512,AG1606
2015-10-26,-0.040347189624481306,AG1512,AG1606
2015-10-27,-0.041452261034233905,AG1512,AG1606
2015-10-28,-0.04297543947337901,AG1512,AG1606
2015-10-29,-0.045449963910467524,AG1512,AG1606
2015-10-30,-0.04241262785861674,AG1512,AG1606
2015-11-02,-0.0449194906210548,AG1512,AG1606
2015-11-03,-0.043829365410789134,AG1512,AG1606
2015-11-04,-0.045843911357291926,AG1512,AG1606
2015-11-05,-0.04764966296297499,AG1512,AG1606
2015-11-06,-0.04757881229262287,AG1512,AG1606
2015-11-09,-0.045702529833536114,AG1512,AG1606
2015-11-10,-0.04311689682606901,AG1512,AG1606
2015-11-11,-0.04306459025356097,AG1512,AG1606
2015-11-12,-0.041351427423849264,AG1512,AG1606
2015-11-13,-0.038398253952225285,AG1512,AG1606
2015-11-16,-0.03747465333394231,AG1512,AG1606
2015-11-17,-0.0325810186524551,AG1512,AG1606
2015-11-18,-0.034377764761022306,AG1512,AG1606
2015-11-19,-0.033119432078036665,AG1512,AG1606
2015-11-20,-0.03365537577562989,AG1512,AG1606
2015-11-23,-0.027517632342855394,AG1512,AG1606
2015-11-24,-0.028750495091843485,AG1512,AG1606
2015-11-25,-0.03102761577533805,AG1512,AG1606
2015-11-26,-0.04030519289441686,AG1512,AG1606
2015-11-27,-0.037512822134708974,AG1512,AG1606
2015-11-30,-0.04037992052736424,AG1512,AG1606
2015-12-01,-0.04872195967179711,AG1512,AG1606
2015-12-02,-0.046266520817929965,AG1512,AG1606
2015-12-03,-0.047343223686185064,AG1512,AG1606
2015-12-04,-0.05134909477988024,AG1512,AG1606
2015-12-07,-0.0568237397171447,AG1512,AG1606
2015-12-08,-0.055001148782804425,AG1512,AG1606
2015-12-09,-0.05505218458743466,AG1512,AG1606
2015-12-10,-0.05637666129797467,AG1512,AG1606
2015-12-11,-0.06005713589383209,AG1512,AG1606
2015-12-14,-0.052209303987453895,AG1512,AG1606
2015-12-15,-0.05125280467892428,AG1512,AG1606
2015-12-16,-0.05373358774434894,AG1601,AG1606
2015-12-17,-0.0519500802592624,AG1601,AG1606
2015-12-18,-0.05747436842272065,AG1601,AG1606
2015-12-21,-0.06321958177598942,AG1601,AG1606
2015-12-22,-0.06236022534775929,AG1601,AG1606
2015-12-23,-0.06104205251728079,AG1601,AG1606
2015-12-24,-0.06672187759232455,AG1601,AG1606
2015-12-25,-0.06429608264034625,AG1601,AG1606
2015-12-28,-0.05957100678103388,AG1601,AG1606
2015-12-29,-0.0660996491626992,AG1601,AG1606
2015-12-30,-0.06916481099974167,AG1601,AG1606
2015-12-31,-0.06957008849580551,AG1601,AG1606
2016-01-04,-0.06327773036874848,AG1601,AG1606
2016-01-05,-0.06386674467538003,AG1601,AG1606
2016-01-06,-0.06384721424291145,AG1601,AG1606
2016-01-07,-0.062284726659962535,AG1601,AG1606
2016-01-08,-0.05497527890137766,AG1601,AG1606
2016-01-11,-0.060964874600815656,AG1601,AG1606
2016-01-12,-0.06360927028658542,AG1601,AG1606
2016-01-13,-0.04588483887462702,AG1601,AG1606
2016-01-14,-0.060168238292275404,AG1601,AG1606
2016-01-15,-0.061248519955372,AG1601,AG1606
2016-01-18,-0.04196796676173545,AG1606,AG1612
2016-01-19,-0.04471791592948244,AG1606,AG1612
2016-01-20,-0.045334479011351306,AG1606,AG1612
2016-01-21,-0.06463609149877907,AG1602,AG1606
2016-01-22,-0.05926343757781163,AG1602,AG1606
2016-01-25,-0.06940948875524498,AG1602,AG1606
2016-01-26,-0.06589703787909164,AG1602,AG1606
2016-01-27,-0.07218393348035196,AG1602,AG1606
2016-01-28,-0.08533101731994983,AG1602,AG1606
2016-01-29,-0.0691988190945185,AG1602,AG1606
2016-02-01,-0.06531857664514415,AG1602,AG1606
2016-02-02,-0.06909396312246355,AG1602,AG1606
2016-02-03,-0.07178897752739215,AG1602,AG1606
2016-02-04,-0.07259502837045656,AG1602,AG1606
2016-02-05,-0.06351810256998476,AG1602,AG1606
2016-02-15,-0.06555249884432526,AG1602,AG1606
2016-02-16,-0.04511254788071366,AG1606,AG1612
2016-02-17,-0.0945891397167042,AG1603,AG1606
2016-02-18,-0.07833072171930111,AG1603,AG1606
2016-02-19,-0.07442075132413788,AG1603,AG1606
2016-02-22,-0.12138212267110533,AG1603,AG1606
2016-02-23,-0.07739907271950396,AG1603,AG1606
2016-02-24,-0.0727292763327619,AG1603,AG1606
2016-02-25,-0.0740870804451387,AG1603,AG1606
2016-02-26,-0.07463566154751011,AG1603,AG1606
2016-02-29,-0.07312817934979628,AG1603,AG1606
2016-03-01,-0.056584841272751214,AG1603,AG1606
2016-03-02,-0.07150622174442227,AG1603,AG1606
2016-03-03,-0.047241641326564415,AG1606,AG1612
2016-03-04,-0.04616477319422907,AG1606,AG1612
2016-03-07,-0.04656655558879434,AG1606,AG1612
2016-03-08,-0.05150499220482953,AG1606,AG1612
2016-03-09,-0.04944268076040184,AG1606,AG1612
2016-03-10,-0.05181486128576286,AG1606,AG1612
2016-03-11,-0.04947045426944373,AG1606,AG1612
2016-03-14,-0.050052950268901386,AG1606,AG1612
2016-03-15,-0.04945706555144687,AG1606,AG1612
2016-03-16,-0.047607472773402965,AG1606,AG1612
2016-03-17,-0.0471421652986964,AG1606,AG1612
2016-03-18,-0.04826272349697314,AG1606,AG1612
2016-03-21,-0.04783827154738349,AG1606,AG1612
2016-03-22,-0.051659244754893356,AG1606,AG1612
2016-03-23,-0.04897739053518324,AG1606,AG1612
2016-03-24,-0.05097292985094556,AG1606,AG1612
2016-03-25,-0.05038633357162695,AG1606,AG1612
2016-03-28,-0.05101725894273641,AG1606,AG1612
2016-03-29,-0.048910734447262516,AG1606,AG1612
2016-03-30,-0.0490432766431648,AG1606,AG1612
2016-03-31,-0.047579847612473344,AG1606,AG1612
2016-04-01,-0.045088614780166646,AG1606,AG1612
2016-04-05,-0.04634317918086682,AG1606,AG1612
2016-04-06,-0.046329589582689415,AG1606,AG1612
2016-04-07,-0.04624821907675714,AG1606,AG1612
2016-04-08,-0.04562935553234253,AG1606,AG1612
2016-04-11,-0.046271583806022504,AG1606,AG1612
2016-04-12,-0.047315873568876024,AG1606,AG1612
2016-04-13,-0.04654012496479044,AG1606,AG1612
2016-04-14,-0.04819510315812105,AG1606,AG1612
2016-04-15,-0.050893331322328345,AG1606,AG1612
2016-04-18,-0.04708769477299635,AG1606,AG1612
2016-04-19,-0.04716304735195096,AG1606,AG1612
2016-04-20,-0.04621377025843901,AG1606,AG1612
2016-04-21,-0.04514395838729198,AG1606,AG1612
2016-04-22,-0.04796392937297081,AG1606,AG1612
2016-04-25,-0.04709877807673951,AG1606,AG1612
2016-04-26,-0.05216050439883878,AG1606,AG1612
2016-04-27,-0.049721257544035086,AG1606,AG1612
2016-04-28,-0.0520192203129347,AG1606,AG1612
2016-04-29,-0.05255325546232128,AG1606,AG1612
2016-05-03,-0.05819903373255435,AG1606,AG1612
2016-05-04,-0.058417519558232586,AG1606,AG1612
2016-05-05,-0.055588266273921494,AG1606,AG1612
2016-05-06,-0.05500082193545712,AG1606,AG1612
2016-05-09,-0.055625357400255857,AG1606,AG1612
2016-05-10,-0.057616045152034986,AG1606,AG1612
2016-05-11,-0.05703251204728167,AG1606,AG1612
2016-05-12,-0.05679033529671758,AG1606,AG1612
2016-05-13,-0.05676418502589133,AG1606,AG1612
2016-05-16,-0.05822057041726424,AG1606,AG1612
2016-05-17,-0.057944252118967865,AG1606,AG1612
2016-05-18,-0.05730744185389536,AG1606,AG1612
2016-05-19,-0.055353581106570335,AG1606,AG1612
2016-05-20,-0.0562485377417232,AG1606,AG1612
2016-05-23,-0.05499582726689853,AG1606,AG1612
2016-05-24,-0.054291846393979326,AG1606,AG1612
2016-05-25,-0.05484395129741634,AG1606,AG1612
2016-05-26,-0.05588965146010389,AG1606,AG1612
2016-05-27,-0.056436207167252894,AG1606,AG1612
2016-05-30,-0.05863519422448353,AG1606,AG1612
2016-05-31,-0.05886106767388778,AG1606,AG1612
2016-06-01,-0.06051642223264677,AG1606,AG1612
2016-06-02,-0.058171543834091705,AG1606,AG1612
2016-06-03,-0.05861225317099872,AG1606,AG1612
2016-06-06,-0.05810340844343799,AG1606,AG1612
2016-06-07,-0.06186629690575143,AG1606,AG1612
2016-06-08,-0.05628017852660522,AG1606,AG1612
2016-06-13,-0.06177078022886773,AG1606,AG1612
2016-06-14,-0.05693584275403904,AG1606,AG1612
2016-06-15,-0.05981558100455574,AG1606,AG1612
2016-06-16,-0.05733397364614586,AG1609,AG1612
2016-06-17,-0.06517884029933341,AG1609,AG1612
2016-06-20,-0.0629768978198876,AG1609,AG1612
2016-06-21,-0.059324608688823395,AG1607,AG1612
2016-06-22,-0.044351035146251834,AG1609,AG1612
2016-06-23,-0.04538906071042603,AG1609,AG1612
2016-06-24,-0.051600302766990486,AG1609,AG1612
2016-06-27,-0.053347802807026626,AG1609,AG1612
2016-06-28,-0.041142044369767435,AG1609,AG1612
2016-06-29,-0.07024891752027174,AG1607,AG1612
2016-06-30,-0.08107864727965933,AG1607,AG1612
2016-07-01,-0.04466843326703787,AG1607,AG1612
2016-07-04,-0.05493487720809331,AG1607,AG1612
2016-07-05,-0.05317106816545322,AG1607,AG1612
2016-07-06,-0.050539501948486644,AG1607,AG1612
2016-07-07,-0.0440379328036717,AG1607,AG1612
2016-07-08,-0.044652450794482726,AG1607,AG1612
2016-07-11,-0.04896481908991052,AG1607,AG1612
2016-07-12,-0.04126483254800099,AG1607,AG1612
2016-07-13,-0.09635935626804176,AG1607,AG1612
2016-07-14,-0.08318875608220413,AG1607,AG1612
2016-07-15,-0.06040450347240003,AG1607,AG1612
2016-07-18,-0.04499627357288649,AG1612,AG1706
2016-07-19,-0.04324492802633142,AG1612,AG1706
2016-07-20,-0.045373996882497915,AG1612,AG1706
2016-07-21,-0.049465135452933656,AG1612,AG1706
2016-07-22,-0.048788467372722175,AG1612,AG1706
2016-07-25,-0.04737487226271497,AG1612,AG1706
2016-07-26,-0.049700494342442156,AG1612,AG1706
2016-07-27,-0.05021948391450728,AG1612,AG1706
2016-07-28,-0.0448370426285926,AG1612,AG1706
2016-07-29,-0.04716570083210775,AG1612,AG1706
2016-08-01,-0.047553772549327876,AG1612,AG1706
2016-08-02,-0.04668114629667738,AG1612,AG1706
2016-08-03,-0.04458576588958278,AG1612,AG1706
2016-08-04,-0.04838766698515468,AG1612,AG1706
2016-08-05,-0.047909114231760294,AG1612,AG1706
2016-08-08,-0.048249950422205624,AG1612,AG1706
2016-08-09,-0.05003672391439663,AG1612,AG1706
2016-08-10,-0.046080904194526075,AG1612,AG1706
2016-08-11,-0.047754137441418876,AG1612,AG1706
2016-08-12,-0.04786094430792803,AG1612,AG1706
2016-08-15,-0.04607249803280958,AG1612,AG1706
2016-08-16,-0.04573164947400626,AG1612,AG1706
2016-08-17,-0.0476266977500716,AG1612,AG1706
2016-08-18,-0.047803854094240913,AG1612,AG1706
2016-08-19,-0.04528153573311546,AG1612,AG1706
2016-08-22,-0.04748136972997884,AG1612,AG1706
2016-08-23,-0.0494774356973689,AG1612,AG1706
2016-08-24,-0.04881725575454514,AG1612,AG1706
2016-08-25,-0.05004431235098536,AG1612,AG1706
2016-08-26,-0.04717312192770664,AG1612,AG1706
2016-08-29,-0.049751429269666955,AG1612,AG1706
2016-08-30,-0.047508172016214115,AG1612,AG1706
2016-08-31,-0.04886970690628109,AG1612,AG1706
