,roll_yield,near_by,deferred
2013-03-05,-0.06431838100093691,AG1306,AG1312
2013-03-06,-0.06300244921479699,AG1306,AG1312
2013-03-07,-0.06319897133654873,AG1306,AG1312
2013-03-08,-0.06222506944301348,AG1306,AG1312
2013-03-11,-0.05985080659208367,AG1306,AG1312
2013-03-12,-0.061252547519915046,AG1306,AG1312
2013-03-13,-0.06053711321723225,AG1306,AG1312
2013-03-14,-0.06091841496941687,AG1306,AG1312
2013-03-15,-0.06108092909621299,AG1306,AG1312
2013-03-18,-0.06029614055141782,AG1306,AG1312
2013-03-19,-0.05084324638662229,AG1306,AG1312
2013-03-20,-0.05893371230829737,AG1306,AG1312
2013-03-21,-0.058962671814167034,AG1306,AG1312
2013-03-22,-0.06094157830318343,AG1306,AG1312
2013-03-25,-0.05894886261586015,AG1306,AG1312
2013-03-26,-0.060700684143122824,AG1306,AG1312
2013-03-27,-0.06467387354264047,AG1306,AG1312
2013-03-28,-0.06240134449709801,AG1306,AG1312
2013-03-29,-0.061127594702149346,AG1306,AG1312
2013-04-01,-0.061110143621232085,AG1306,AG1312
2013-04-02,-0.06082819780628038,AG1306,AG1312
2013-04-03,-0.06002403798904704,AG1306,AG1312
2013-04-08,-0.05952820381290772,AG1306,AG1312
2013-04-09,-0.06054742136799303,AG1306,AG1312
2013-04-10,-0.05812374868121796,AG1306,AG1312
2013-04-11,-0.060568499222227665,AG1306,AG1312
2013-04-12,-0.061799744027877294,AG1306,AG1312
2013-04-15,-0.06056592796646268,AG1306,AG1312
2013-04-16,-0.06088132416597792,AG1306,AG1312
2013-04-17,-0.06850267312309018,AG1306,AG1312
2013-04-18,-0.05899392246950641,AG1306,AG1312
2013-04-19,-0.06210018772552222,AG1306,AG1312
2013-04-22,-0.06646509868886408,AG1306,AG1312
2013-04-23,-0.06562184018390048,AG1306,AG1312
2013-04-24,-0.06089709289413919,AG1306,AG1312
2013-04-25,-0.05879071210133274,AG1306,AG1312
2013-04-26,-0.05929646780678653,AG1306,AG1312
2013-05-02,-0.05080431404130444,AG1306,AG1312
2013-05-03,-0.05326059221878398,AG1306,AG1312
2013-05-06,-0.05014019857689618,AG1306,AG1312
2013-05-07,-0.03614303024787407,AG1306,AG1312
2013-05-08,-0.0393021231207927,AG1306,AG1312
2013-05-09,-0.04597903644939744,AG1306,AG1312
2013-05-10,-0.045232191035354335,AG1306,AG1312
2013-05-13,-0.04423297337469779,AG1306,AG1312
2013-05-14,-0.04587357068619631,AG1306,AG1312
2013-05-15,-0.03476109389669197,AG1306,AG1312
2013-05-16,-0.03597453150643723,AG1306,AG1312
2013-05-17,-0.03616262336565423,AG1306,AG1312
2013-05-20,-0.035592999607240536,AG1306,AG1312
2013-05-21,-0.04247180188117484,AG1306,AG1312
2013-05-22,-0.04040541463503893,AG1306,AG1312
2013-05-23,-0.04059261336222421,AG1306,AG1312
2013-05-24,-0.038606155932311335,AG1306,AG1312
2013-05-27,-0.0430966724124059,AG1306,AG1312
2013-05-28,-0.04030804559085175,AG1306,AG1312
2013-05-29,-0.036869450545444965,AG1306,AG1312
2013-05-30,-0.04231808001812064,AG1306,AG1312
2013-05-31,-0.04637763338949245,AG1306,AG1312
2013-06-03,-0.042171560226060625,AG1306,AG1312
2013-06-04,-0.046371281070491835,AG1306,AG1312
2013-06-05,-0.04989317815999675,AG1306,AG1312
2013-06-06,-0.04725846460897015,AG1306,AG1312
2013-06-07,-0.04805823187761042,AG1306,AG1312
2013-06-13,-0.04866200852775315,AG1306,AG1312
2013-06-14,-0.04301241044192724,AG1306,AG1312
2013-06-17,-0.041841589019227986,AG1306,AG1312
2013-06-18,-0.04586896806182617,AG1309,AG1312
2013-06-19,-0.05140415687663967,AG1309,AG1312
2013-06-20,-0.04780373239973116,AG1309,AG1312
2013-06-21,-0.04830619398568803,AG1309,AG1312
2013-06-24,-0.04527780705463959,AG1309,AG1312
2013-06-25,-0.05608504501142415,AG1309,AG1312
2013-06-26,-0.05746474696474975,AG1309,AG1312
2013-06-27,-0.05456537919350825,AG1309,AG1312
2013-06-28,-0.06300996660523475,AG1309,AG1312
2013-07-01,-0.05792860295076961,AG1309,AG1312
2013-07-02,-0.059881357835460974,AG1309,AG1312
2013-07-03,-0.062391202012949995,AG1309,AG1312
2013-07-04,-0.05628233558776932,AG1309,AG1312
2013-07-05,-0.0482737917073517,AG1309,AG1312
2013-07-08,-0.05579772014355083,AG1309,AG1312
2013-07-09,-0.061382278698641685,AG1309,AG1312
2013-07-10,-0.05571408100461277,AG1309,AG1312
2013-07-11,-0.054341949781365494,AG1309,AG1312
2013-07-12,-0.05193581076094851,AG1309,AG1312
2013-07-15,-0.049690079994228836,AG1309,AG1312
2013-07-16,-0.05678093103602812,AG1309,AG1312
2013-07-17,-0.04870230372053366,AG1309,AG1312
2013-07-18,-0.05315692847473106,AG1309,AG1312
2013-07-19,-0.051060177627079546,AG1309,AG1312
2013-07-22,-0.055666902400519344,AG1309,AG1312
2013-07-23,-0.05021604412239809,AG1309,AG1312
2013-07-24,-0.039774704894125226,AG1308,AG1312
2013-07-25,-0.037932822222591034,AG1308,AG1312
2013-07-26,-0.02599991512123509,AG1308,AG1312
2013-07-29,-0.024340904322509325,AG1308,AG1312
2013-07-30,-0.0045592713942482314,AG1308,AG1312
2013-07-31,-0.056161518700524445,AG1308,AG1312
2013-08-01,-0.012204440935484541,AG1308,AG1312
2013-08-02,-0.014700222837114772,AG1308,AG1312
2013-08-05,-0.011296611816807812,AG1308,AG1312
2013-08-06,-0.013719536105894905,AG1308,AG1312
2013-08-07,-0.0397503230084911,AG1312,AG1401
2013-08-08,-0.042221707292123004,AG1312,AG1401
2013-08-09,-0.04145081841705124,AG1312,AG1401
2013-08-12,-0.014079551069602462,AG1312,AG1401
2013-08-13,-0.016521342673958488,AG1312,AG1401
2013-08-14,-0.01948278289498846,AG1312,AG1401
2013-08-15,-0.018942387516597475,AG1312,AG1401
2013-08-16,-0.005184705200551509,AG1312,AG1401
2013-08-19,-0.015473889958460305,AG1312,AG1401
2013-08-20,0.0026475455154274003,AG1312,AG1401
2013-08-21,0.005221932197287031,AG1312,AG1401
2013-08-22,-0.023496145872795308,AG1312,AG1401
2013-08-23,-0.025806461558742777,AG1312,AG1401
2013-08-26,-0.017116661078366555,AG1312,AG1401
2013-08-27,-0.019520134438521804,AG1312,AG1401
2013-08-28,0.0023708386918968316,AG1312,AG1401
2013-08-29,-0.014842302448754405,AG1312,AG1401
2013-08-30,-0.005040957856108806,AG1312,AG1401
2013-09-02,-0.024449886208978804,AG1312,AG1401
2013-09-03,-0.019647978192148415,AG1312,AG1401
2013-09-04,-0.019789738560590596,AG1312,AG1401
2013-09-05,-0.010171647144299913,AG1312,AG1401
2013-09-06,-0.022864408314558434,AG1312,AG1401
2013-09-09,-0.012439101352257379,AG1312,AG1401
2013-09-10,-0.012656893906211827,AG1312,AG1401
2013-09-11,-0.02303509292171515,AG1312,AG1401
2013-09-12,-0.01562161209983047,AG1312,AG1401
2013-09-13,-0.02714933284763452,AG1312,AG1401
2013-09-16,-0.02715547662586855,AG1312,AG1401
2013-09-17,-0.024217969874846344,AG1312,AG1401
2013-09-18,-0.029833894901295767,AG1312,AG1401
2013-09-23,-0.029989791821698936,AG1312,AG1401
2013-09-24,-0.030017070796648046,AG1312,AG1401
2013-09-25,-0.024470383465499256,AG1312,AG1401
2013-09-26,-0.019084407066881637,AG1312,AG1401
2013-09-27,-0.049416679307010575,AG1312,AG1401
2013-09-30,-0.024520385419020158,AG1312,AG1401
2013-10-08,-0.021164026649960567,AG1312,AG1401
2013-10-09,-0.02654281108716089,AG1312,AG1401
2013-10-10,-0.03510748537651749,AG1312,AG1401
2013-10-11,-0.041147600038209844,AG1312,AG1401
2013-10-14,-0.04424987728998392,AG1312,AG1401
2013-10-15,-0.04478661601846566,AG1312,AG1401
2013-10-16,-0.035982035955079594,AG1312,AG1401
2013-10-17,-0.030794371267716454,AG1312,AG1401
2013-10-18,-0.01624182517291627,AG1312,AG1401
2013-10-21,-0.023997341626936435,AG1312,AG1401
2013-10-22,-0.026773772820214092,AG1312,AG1401
2013-10-23,-0.02095155486405419,AG1312,AG1401
2013-10-24,-0.02353711117461488,AG1312,AG1401
2013-10-25,-0.01594684620064481,AG1312,AG1401
2013-10-28,-0.029187410740975507,AG1312,AG1401
2013-10-29,-0.04490924339001251,AG1312,AG1401
2013-10-30,-0.02889352386388728,AG1312,AG1401
2013-10-31,-0.008027651096569421,AG1312,AG1401
2013-11-01,-0.010874491002457085,AG1312,AG1401
2013-11-04,-0.019184656364364883,AG1312,AG1401
2013-11-05,-0.027403528693659782,AG1312,AG1401
2013-11-06,-0.030051239381909123,AG1312,AG1401
2013-11-07,-0.016293281525523465,AG1312,AG1401
2013-11-08,-0.02187287003395452,AG1312,AG1401
2013-11-11,-0.019406265058817734,AG1312,AG1401
2013-11-12,-0.016732514911855463,AG1312,AG1401
2013-11-13,-0.02548673524445,AG1312,AG1401
2013-11-14,-0.019716000210337047,AG1312,AG1401
2013-11-15,-0.0,AG1312,AG1401
2013-11-18,0.005656375310951537,AG1312,AG1401
2013-11-19,0.008607292658325716,AG1312,AG1401
2013-11-20,0.002839228689455365,AG1312,AG1401
2013-11-21,0.011583012482345043,AG1312,AG1401
2013-11-22,0.008686211019877318,AG1312,AG1401
2013-11-25,0.020515330433358153,AG1312,AG1401
2013-11-26,-0.00975727757911397,AG1401,AG1406
2013-11-27,-0.008073049418996,AG1401,AG1406
2013-11-28,-0.008110072887549344,AG1401,AG1406
2013-11-29,-0.012765987546239838,AG1401,AG1406
2013-12-02,-0.020228897604132934,AG1401,AG1406
2013-12-03,-0.02187476653422446,AG1401,AG1406
2013-12-04,-0.025535314499183975,AG1401,AG1406
2013-12-05,-0.02639645330691002,AG1401,AG1406
2013-12-06,-0.03282904142906977,AG1401,AG1406
2013-12-09,-0.043160336907177785,AG1401,AG1406
2013-12-10,-0.05332915629456701,AG1401,AG1406
2013-12-11,-0.05048041470190202,AG1401,AG1406
2013-12-12,-0.050420832345763264,AG1401,AG1406
2013-12-13,-0.040713945021498776,AG1401,AG1406
2013-12-16,-0.042354040352587746,AG1401,AG1406
2013-12-17,-0.05000779652354274,AG1401,AG1406
2013-12-18,-0.053091850023898365,AG1401,AG1406
2013-12-19,-0.05514786759630318,AG1401,AG1406
2013-12-20,-0.04898129191489709,AG1401,AG1406
2013-12-23,-0.05265834314455944,AG1401,AG1406
2013-12-24,-0.052383031826127635,AG1401,AG1406
2013-12-25,-0.05503878237556544,AG1401,AG1406
2013-12-26,-0.051487611414027384,AG1401,AG1406
2013-12-27,-0.056718337721622665,AG1401,AG1406
2013-12-30,-0.05604730501244385,AG1401,AG1406
2013-12-31,-0.05507953026857764,AG1401,AG1406
2014-01-02,-0.06232617622197114,AG1401,AG1406
2014-01-03,-0.06349576688839312,AG1401,AG1406
2014-01-06,-0.061437790987979704,AG1401,AG1406
2014-01-07,-0.059691595521396495,AG1401,AG1406
2014-01-08,-0.05522945683959681,AG1401,AG1406
2014-01-09,-0.05090646247592764,AG1401,AG1406
2014-01-10,-0.05227929483866892,AG1401,AG1406
2014-01-13,-0.05506709721296195,AG1401,AG1406
2014-01-14,-0.05990859945971529,AG1401,AG1406
2014-01-15,-0.0568733099110499,AG1401,AG1406
2014-01-16,-0.05855272472950404,AG1402,AG1406
2014-01-17,-0.05701926028647243,AG1402,AG1406
2014-01-20,-0.05800083995299818,AG1402,AG1406
2014-01-21,-0.05542209150932723,AG1402,AG1406
2014-01-22,-0.05178920227134212,AG1402,AG1406
2014-01-23,-0.05875978101795627,AG1402,AG1406
2014-01-24,-0.05802604693277533,AG1402,AG1406
2014-01-27,-0.05386936032293595,AG1402,AG1406
2014-01-28,-0.023267349184836278,AG1406,AG1412
2014-01-29,-0.021911357321950563,AG1406,AG1412
2014-01-30,-0.05818183351396084,AG1402,AG1406
2014-02-07,-0.05992062101544499,AG1402,AG1406
2014-02-10,-0.02586242934449757,AG1406,AG1412
2014-02-11,-0.026439514957390182,AG1406,AG1412
2014-02-12,-0.027381237086172884,AG1406,AG1412
2014-02-13,-0.027851590547200517,AG1406,AG1412
2014-02-14,-0.027580196322935388,AG1406,AG1412
2014-02-17,-0.03527270797001846,AG1406,AG1412
2014-02-18,-0.02880337811684542,AG1406,AG1412
2014-02-19,-0.0286743262928145,AG1406,AG1412
2014-02-20,-0.029408967853162916,AG1406,AG1412
2014-02-21,-0.02892052200251717,AG1406,AG1412
2014-02-24,-0.030170559752410515,AG1406,AG1412
2014-02-25,-0.031057223601524804,AG1406,AG1412
2014-02-26,-0.03659182837148165,AG1406,AG1412
2014-02-27,-0.0402186209485297,AG1406,AG1412
2014-02-28,-0.041143251427372685,AG1406,AG1412
2014-03-03,-0.04201067702938142,AG1406,AG1412
2014-03-04,-0.04154315066434074,AG1406,AG1412
2014-03-05,-0.040638664387475563,AG1406,AG1412
2014-03-06,-0.04251546417417001,AG1406,AG1412
2014-03-07,-0.042933824980227284,AG1406,AG1412
2014-03-10,-0.03899315142465612,AG1406,AG1412
2014-03-11,-0.03638611875920265,AG1406,AG1412
2014-03-12,-0.03743675050858224,AG1406,AG1412
2014-03-13,-0.0324833126572636,AG1406,AG1412
2014-03-14,-0.033450257083262984,AG1406,AG1412
2014-03-17,-0.03818402352785138,AG1406,AG1412
2014-03-18,-0.03410899164320768,AG1406,AG1412
2014-03-19,-0.03577407687209881,AG1406,AG1412
2014-03-20,-0.03312117331536856,AG1406,AG1412
2014-03-21,-0.03329446686631242,AG1406,AG1412
2014-03-24,-0.031067657801670485,AG1406,AG1412
2014-03-25,-0.030198296902549007,AG1406,AG1412
2014-03-26,-0.026243964778958545,AG1406,AG1412
2014-03-27,-0.02694939716672038,AG1406,AG1412
2014-03-28,-0.026878254305148216,AG1406,AG1412
2014-03-31,-0.029338027571272362,AG1406,AG1412
2014-04-01,-0.03037300749779443,AG1406,AG1412
2014-04-02,-0.0336546402650506,AG1406,AG1412
2014-04-03,-0.03401686985538921,AG1406,AG1412
2014-04-04,-0.030821703169516768,AG1406,AG1412
2014-04-08,-0.03334204391990214,AG1406,AG1412
2014-04-09,-0.030097307498342666,AG1406,AG1412
2014-04-10,-0.028186301937121495,AG1406,AG1412
2014-04-11,-0.02777157382645412,AG1406,AG1412
2014-04-14,-0.026705213174697394,AG1406,AG1412
2014-04-15,-0.027073171435066642,AG1406,AG1412
2014-04-16,-0.023969957944212375,AG1406,AG1412
2014-04-17,-0.020598514595780864,AG1406,AG1412
2014-04-18,-0.019162411668313728,AG1406,AG1412
2014-04-21,-0.01995029011363905,AG1406,AG1412
2014-04-22,-0.02428477365145112,AG1406,AG1412
2014-04-23,-0.021787786654031232,AG1406,AG1412
2014-04-24,-0.019763006659995103,AG1406,AG1412
2014-04-25,-0.016150828011090662,AG1406,AG1412
2014-04-28,-0.01263059820894587,AG1406,AG1412
2014-04-29,-0.005879475081849947,AG1406,AG1412
2014-04-30,-0.007366490832592736,AG1406,AG1412
2014-05-05,-0.010713441736782089,AG1406,AG1412
2014-05-06,-0.011681707583892509,AG1406,AG1412
2014-05-07,-0.012636737058145293,AG1406,AG1412
2014-05-08,-0.001479107672493422,AG1406,AG1412
2014-05-09,-0.000985950229481846,AG1406,AG1412
2014-05-12,0.003428432332139837,AG1406,AG1412
2014-05-13,0.0019531251552203405,AG1406,AG1412
2014-05-14,0.00048584963192893925,AG1406,AG1412
2014-05-15,-0.0019351718974717192,AG1406,AG1412
2014-05-16,0.0068409546296635156,AG1406,AG1412
2014-05-19,0.008243435115584103,AG1406,AG1412
2014-05-20,0.010723886282770746,AG1406,AG1412
2014-05-21,0.00776511531133209,AG1406,AG1412
2014-05-22,0.007249011197920596,AG1406,AG1412
2014-05-23,0.006771469588261405,AG1406,AG1412
2014-05-26,0.010648621477169056,AG1406,AG1412
2014-05-27,0.016573333932009247,AG1406,AG1412
2014-05-28,0.03123538353357295,AG1406,AG1412
2014-05-29,0.05252480052824915,AG1406,AG1412
2014-05-30,0.03131945577313487,AG1406,AG1412
2014-06-03,0.03437354435133197,AG1406,AG1412
2014-06-04,0.03048989465069085,AG1406,AG1412
2014-06-05,0.010366554123712747,AG1406,AG1412
2014-06-06,0.0029462318119496105,AG1406,AG1412
2014-06-09,0.006398430460386984,AG1406,AG1412
2014-06-10,0.005912790707205046,AG1406,AG1412
2014-06-11,-0.0014732965675445854,AG1406,AG1412
2014-06-12,-0.0029593100343721025,AG1406,AG1412
2014-06-13,-0.007293067519877013,AG1406,AG1412
2014-06-16,0.0019240020723821256,AG1406,AG1412
2014-06-17,-0.017522539581342228,AG1409,AG1412
2014-06-18,-0.011653322153428918,AG1409,AG1412
2014-06-19,-0.01732854695653828,AG1409,AG1412
2014-06-20,-0.01849714278845561,AG1409,AG1412
2014-06-23,-0.02948642700584965,AG1409,AG1412
2014-06-24,-0.023001788513751304,AG1409,AG1412
2014-06-25,-0.024040756602030172,AG1409,AG1412
2014-06-26,-0.026848845161335663,AG1409,AG1412
2014-06-27,-0.011059914880282401,AG1409,AG1412
2014-06-30,-0.015775452532103027,AG1409,AG1412
2014-07-01,-0.016655124687118005,AG1409,AG1412
2014-07-02,-0.015691724289029693,AG1409,AG1412
2014-07-03,-0.017598731641917675,AG1409,AG1412
2014-07-04,-0.017497437823972808,AG1409,AG1412
2014-07-07,-0.006538238466821959,AG1409,AG1412
2014-07-08,-0.01674031738881767,AG1409,AG1412
2014-07-09,-0.017619131304045882,AG1409,AG1412
2014-07-10,-0.016647422873116217,AG1409,AG1412
2014-07-11,-0.02204498756274261,AG1412,AG1506
2014-07-14,-0.023295912580545974,AG1412,AG1506
2014-07-15,-0.023891853153026978,AG1412,AG1506
2014-07-16,-0.02129156882263127,AG1412,AG1506
2014-07-17,-0.0248908490421124,AG1412,AG1506
2014-07-18,-0.022469570284934695,AG1412,AG1506
2014-07-21,-0.019740777736332052,AG1412,AG1506
2014-07-22,-0.024799399258188748,AG1412,AG1506
2014-07-23,-0.022448981539247063,AG1412,AG1506
2014-07-24,-0.02392483096197502,AG1412,AG1506
2014-07-25,-0.0223570097041647,AG1412,AG1506
2014-07-28,-0.024063224104798813,AG1412,AG1506
2014-07-29,-0.021782164095523388,AG1412,AG1506
2014-07-30,-0.02271961373987828,AG1412,AG1506
2014-07-31,-0.020328195333139065,AG1412,AG1506
2014-08-01,-0.018626444293335365,AG1412,AG1506
2014-08-04,-0.017641711416008662,AG1412,AG1506
2014-08-05,-0.013524593919013513,AG1412,AG1506
2014-08-06,-0.0028469755697074113,AG1412,AG1506
2014-08-07,-0.00330149821462887,AG1412,AG1506
2014-08-08,0.0009407337896868563,AG1412,AG1506
2014-08-11,0.0009460738113973961,AG1412,AG1506
2014-08-12,-0.0018867925927667775,AG1412,AG1506
2014-08-13,-0.0009438414521556418,AG1412,AG1506
2014-08-14,-0.0004744395704848008,AG1412,AG1506
2014-08-15,-0.0009485416350433267,AG1412,AG1506
2014-08-18,-0.0019347038993584617,AG1412,AG1506
2014-08-19,-0.0029090914219887234,AG1412,AG1506
2014-08-20,-0.004376901442911733,AG1412,AG1506
2014-08-21,0.000976324159002647,AG1412,AG1506
2014-08-22,0.00048526022317406825,AG1412,AG1506
2014-08-25,-0.001943634749664528,AG1412,AG1506
2014-08-26,0.0019305020803908404,AG1412,AG1506
2014-08-27,0.002906273216664055,AG1412,AG1506
2014-08-28,0.009135729312105807,AG1412,AG1506
2014-08-29,0.015920962134978962,AG1412,AG1506
2014-09-01,0.022281654533691464,AG1412,AG1506
2014-09-02,0.020968130617385294,AG1412,AG1506
2014-09-03,0.02053807779237698,AG1412,AG1506
2014-09-04,0.023014086724302173,AG1412,AG1506
2014-09-05,0.030437504491515444,AG1412,AG1506
2014-09-09,0.03202433244012584,AG1412,AG1506
2014-09-10,0.03185170836148274,AG1412,AG1506
2014-09-11,0.03197706785095381,AG1412,AG1506
2014-09-12,0.029799408990247404,AG1412,AG1506
2014-09-15,0.028291823057050018,AG1412,AG1506
2014-09-16,0.029233767104294747,AG1412,AG1506
2014-09-17,0.029622857017063395,AG1412,AG1506
2014-09-18,0.028884964222474135,AG1412,AG1506
2014-09-19,0.03635105669965031,AG1412,AG1506
2014-09-22,0.0322801027696692,AG1412,AG1506
2014-09-23,0.026652846466396894,AG1412,AG1506
2014-09-24,0.023243790411971273,AG1412,AG1506
2014-09-25,0.027919916498866604,AG1412,AG1506
2014-09-26,0.030583248189896238,AG1412,AG1506
2014-09-29,0.03436056497257952,AG1412,AG1506
2014-09-30,0.04116240279081437,AG1412,AG1506
2014-10-08,0.04364196578074693,AG1412,AG1506
2014-10-09,0.043749273736615905,AG1412,AG1506
2014-10-10,0.04926748924279507,AG1412,AG1506
2014-10-13,0.04402693507435767,AG1412,AG1506
2014-10-14,0.04205148341150075,AG1412,AG1506
2014-10-15,0.038309231914026805,AG1412,AG1506
2014-10-16,0.04059714978503199,AG1412,AG1506
2014-10-17,0.03908231041367084,AG1412,AG1506
2014-10-20,0.035809276770961754,AG1412,AG1506
2014-10-21,0.03891787272934967,AG1412,AG1506
2014-10-22,0.03517612659890515,AG1412,AG1506
2014-10-23,0.024897686123020537,AG1412,AG1506
2014-10-24,0.022706514523012724,AG1412,AG1506
2014-10-27,0.022293224449826867,AG1412,AG1506
2014-10-28,0.020148632762628113,AG1412,AG1506
2014-10-29,0.021125097380912523,AG1412,AG1506
2014-10-30,0.027064012437152545,AG1412,AG1506
2014-10-31,0.025270587498715483,AG1412,AG1506
2014-11-03,0.02498942869154229,AG1412,AG1506
2014-11-04,0.03200068269288238,AG1412,AG1506
2014-11-05,0.03997710325102713,AG1412,AG1506
2014-11-06,0.028795106069046325,AG1412,AG1506
2014-11-07,0.031236280313929922,AG1412,AG1506
2014-11-10,0.031637728820457636,AG1412,AG1506
2014-11-11,0.03657724492992923,AG1412,AG1506
2014-11-12,0.03732888691274883,AG1412,AG1506
2014-11-13,0.04107898540843414,AG1412,AG1506
2014-11-14,0.05234626253541394,AG1412,AG1506
2014-11-17,0.037438098202492706,AG1412,AG1506
2014-11-18,0.03585983862433057,AG1412,AG1506
2014-11-19,0.04041707980953525,AG1412,AG1506
2014-11-20,0.03666623863363948,AG1412,AG1506
2014-11-21,0.03698458468782305,AG1412,AG1506
2014-11-24,0.04242062150899398,AG1412,AG1506
2014-11-25,0.0416147263719743,AG1412,AG1506
2014-11-26,0.0389028283823756,AG1412,AG1506
2014-11-27,0.030041003849448612,AG1412,AG1506
2014-11-28,0.038152294121627774,AG1412,AG1506
2014-12-01,0.028901348429369717,AG1412,AG1506
2014-12-02,0.02187701721012345,AG1412,AG1506
2014-12-03,0.013816980687623218,AG1412,AG1506
2014-12-04,0.005737238587194324,AG1412,AG1506
2014-12-05,0.0005711837822631479,AG1412,AG1506
2014-12-08,0.008641810939232419,AG1412,AG1506
2014-12-09,0.0022831052707654505,AG1412,AG1506
2014-12-10,0.011511611882278347,AG1412,AG1506
2014-12-11,0.007685982558335526,AG1412,AG1506
2014-12-12,-0.005479455482240655,AG1412,AG1506
2014-12-15,-0.025379650916641294,AG1412,AG1506
2014-12-16,-0.015168105644611019,AG1501,AG1506
2014-12-17,-0.005584644753753381,AG1501,AG1506
2014-12-18,-0.0048408026784643055,AG1501,AG1506
2014-12-19,-0.0096885944725159,AG1501,AG1506
2014-12-22,-0.015163749468109592,AG1501,AG1506
2014-12-23,-0.00845071295658918,AG1501,AG1506
2014-12-24,-0.018267067108835123,AG1501,AG1506
2014-12-25,-0.01834763419785805,AG1501,AG1506
2014-12-26,-0.027988655394823137,AG1501,AG1506
2014-12-29,-0.03548404976942354,AG1501,AG1506
2014-12-30,-0.04132598823206968,AG1501,AG1506
2014-12-31,-0.04609572685051473,AG1501,AG1506
2015-01-05,-0.04071988405582641,AG1501,AG1506
2015-01-06,-0.04705364524793382,AG1501,AG1506
2015-01-07,-0.04155063337863517,AG1501,AG1506
2015-01-08,-0.04162151220916545,AG1501,AG1506
2015-01-09,-0.04428798489808408,AG1501,AG1506
2015-01-12,-0.044395884763685126,AG1501,AG1506
2015-01-13,-0.032071746749201144,AG1501,AG1506
2015-01-14,-0.049056726844418815,AG1501,AG1506
2015-01-15,0.004697331291206953,AG1501,AG1506
2015-01-16,-0.01695157106422788,AG1506,AG1512
2015-01-19,-0.0100622481544542,AG1506,AG1512
2015-01-20,-0.013218818775347613,AG1506,AG1512
2015-01-21,-0.021478089309130203,AG1506,AG1512
2015-01-22,-0.018245923497590837,AG1506,AG1512
2015-01-23,-0.019084606449614076,AG1506,AG1512
2015-01-26,-0.024787304109926054,AG1506,AG1512
2015-01-27,-0.022934835638122816,AG1506,AG1512
2015-01-28,-0.02714029121915918,AG1506,AG1512
2015-01-29,-0.017975272994758734,AG1506,AG1512
2015-01-30,-0.02226574624846077,AG1506,AG1512
2015-02-02,-0.019726187310343153,AG1506,AG1512
2015-02-03,-0.022764473410631283,AG1506,AG1512
2015-02-04,-0.02345588046745172,AG1506,AG1512
2015-02-05,-0.022189376573584142,AG1506,AG1512
2015-02-06,-0.01950706333984695,AG1506,AG1512
2015-02-09,-0.019377314207498678,AG1506,AG1512
2015-02-10,-0.018707151519237422,AG1506,AG1512
2015-02-11,-0.02144350438828134,AG1506,AG1512
2015-02-12,-0.021639828258298553,AG1506,AG1512
2015-02-13,-0.022456760652090527,AG1506,AG1512
2015-02-16,-0.022123522498979427,AG1506,AG1512
2015-02-17,-0.023822696386696315,AG1506,AG1512
2015-02-25,-0.019404171612901335,AG1506,AG1512
2015-02-26,-0.0226427932773559,AG1506,AG1512
2015-02-27,-0.021514481358991866,AG1506,AG1512
2015-03-02,-0.023001348810663173,AG1506,AG1512
2015-03-03,-0.0216338262473938,AG1506,AG1512
2015-03-04,-0.021803150939686804,AG1506,AG1512
2015-03-05,-0.018002934497970056,AG1506,AG1512
2015-03-06,-0.019721247270081635,AG1506,AG1512
2015-03-09,-0.02007185305557131,AG1506,AG1512
2015-03-10,-0.023229064841386166,AG1506,AG1512
2015-03-11,-0.02133507330049137,AG1506,AG1512
2015-03-12,-0.021316635612961064,AG1506,AG1512
2015-03-13,-0.021959191994070787,AG1506,AG1512
2015-03-16,-0.02121883702286037,AG1506,AG1512
2015-03-17,-0.02137821885999234,AG1506,AG1512
2015-03-18,-0.02152121972994739,AG1506,AG1512
2015-03-19,-0.023279184039349712,AG1506,AG1512
2015-03-20,-0.02093667443191899,AG1506,AG1512
2015-03-23,-0.022438325381641252,AG1506,AG1512
2015-03-24,-0.02491231777022651,AG1506,AG1512
2015-03-25,-0.023411183334886294,AG1506,AG1512
2015-03-26,-0.023694407451980863,AG1506,AG1512
2015-03-27,-0.027086004451852164,AG1506,AG1512
2015-03-30,-0.029654579524833864,AG1506,AG1512
2015-03-31,-0.03014290938626301,AG1506,AG1512
2015-04-01,-0.0339321169327999,AG1506,AG1512
2015-04-02,-0.0361455621193892,AG1506,AG1512
2015-04-03,-0.034198295988468436,AG1506,AG1512
2015-04-07,-0.0367486000306726,AG1506,AG1512
2015-04-08,-0.03454506718541442,AG1506,AG1512
2015-04-09,-0.0356394666052188,AG1506,AG1512
2015-04-10,-0.03850628568907647,AG1506,AG1512
2015-04-13,-0.03864042911556372,AG1506,AG1512
2015-04-14,-0.03847360507098948,AG1506,AG1512
2015-04-15,-0.028850733635732366,AG1506,AG1512
2015-04-16,-0.026297763134781164,AG1506,AG1512
2015-04-17,-0.02314122049892451,AG1506,AG1512
2015-04-20,-0.029613615484471133,AG1506,AG1512
2015-04-21,-0.018843822483237894,AG1506,AG1512
2015-04-22,-0.020431505723198004,AG1506,AG1512
2015-04-23,-0.01845457153814968,AG1506,AG1512
2015-04-24,-0.02459633459722195,AG1506,AG1512
2015-04-27,-0.02859642655182139,AG1506,AG1512
